word	C	count	sigma_nor
acid	99.5567529545	1365	3.67899590691
tetracycline	99.4289979664	247	7.17309907124
pandemic	98.4864214948	402	5.83264704932
strain	98.4729867531	1314	3.70024403026
script	98.3388082166	415	5.75126536944
surgery	97.6736745586	1823	3.27715812904
lymphoma	97.1864122734	506	5.26279482869
adventure	96.4978073689	378	5.87876232342
dietary	96.4614002303	556	5.0403867926
gland	96.3904243435	440	5.52627190894
nutrition	96.1895167433	611	4.84701985579
influenzae	96.0515544101	141	8.77680687327
immunotherapy	95.8608735037	412	5.64783171816
rubella	95.7141867648	205	7.49547053973
wheat	95.6468022392	415	5.62110168575
hormone	95.5316144056	648	4.71206304286
monster	95.5288012539	404	5.67610845215
nasal	95.3745386733	416	5.602543462
health-information	95.1228400868	277	6.58915098109
folate	94.9370629807	304	6.33370574326
title	94.850967553	1519	3.42068857553
lymph-nodes	94.4002329693	451	5.37971780971
type	93.7589517183	3905	2.49672091263
sesame	93.6896754612	153	8.30077658468
doctorate	93.672986495	461	5.2997221355
metastatic	93.3685532809	423	5.46921613899
choline	93.1192592052	161	8.08458386687
sinusitis	92.5908749393	220	7.07535659253
polysaccharide	92.2054019575	177	7.70844382129
antibiotic-resistance	91.6250597299	222	6.98600220754
guitar	91.489465213	512	4.98969031883
aureus	91.3832467476	245	6.69523174576
radiation-therapy	91.1766445526	368	5.66989027911
nutrient	90.9151807133	561	4.79126927068
vitamin-e	90.611950791	245	6.64711119416
radiation	90.2849681246	1080	3.72773009254
planet-mentioned	90.2225160959	132	8.53224409243
oral	90.0389035531	993	3.83548175936
meningitis	89.7323701175	275	6.290529414
metastasize	89.6190918486	239	6.65188629986
immunity	89.2603110721	640	4.48943591311
biotin	88.8299039772	120	8.75091590142
bipolar-disorder	88.6695873006	190	7.23800634919
music	88.5355728698	853	4.00509678572
diagnose	87.9024117981	851	3.98704598592
niacin	87.8487756692	223	6.72671444873
ovary	87.3749353906	358	5.53519876939
papillary	87.3533447511	237	6.53103893819
immune-response	86.9089787471	423	5.15977483343
inhibitor	86.6824405292	595	4.51193733486
factor	86.6240109986	1895	2.98100878098
season	86.5398775806	1050	3.65115888289
lesion	86.5050664817	709	4.21582659933
pellagra	86.278306608	120	8.52791838473
medicine	86.183943158	2234	2.81629091187
severe	86.0709973569	1242	3.426755154
tumor-suppressor	86.0464525021	213	6.73318682364
case	85.7121728083	4904	2.22145738383
clinical-trials	85.4667733813	592	4.47123763854
cephalosporin	85.3778745339	111	8.72182590468
child	85.307056451	4709	2.2405122299
rice	85.2971557549	455	4.94006028086
recurrence	85.0144385389	369	5.34827060496
fever	84.4703811176	835	3.89731566874
aeruginosa	84.118770213	100	8.98017721344
genome	83.8453171436	551	4.52715785897
antihistamine	82.9813484815	225	6.38603307128
pathway	82.959351068	588	4.38053627649
activity-against	82.8451176321	138	7.77373264272
scurvy	82.805278894	163	7.26238002384
reprise	82.6367139663	174	7.0601363972
muscle	82.4721637827	629	4.25142813832
tuberculosis	82.3834384766	550	4.46869537826
woman	82.3573241392	3013	2.49578663279
community-acquired	81.9541547072	103	8.67020946734
law	81.855969571	1285	3.26931795392
ovarian	81.8130954927	345	5.32303566869
inflammation	81.7554930261	547	4.45146131857
provider	81.4145190407	710	4.02436554116
release	81.3817743688	2982	2.48568644913
appearance	81.3497624045	1167	3.36532056282
cellulitis	81.201311762	106	8.50041685854
breast	81.1830937203	786	3.86864647587
percent	80.5193597957	1333	3.19209553367
mortality	80.1939172265	648	4.11571649896
mucinous	80.1620924155	183	6.73991166868
employer	80.1598093177	400	4.94223006955
premium	80.1589866337	202	6.47692658763
vegan	79.811029046	238	6.04275972965
thiomersal	79.6907446325	128	7.74745658276
decrease	79.5217778737	1311	3.182828092
product	79.5028818938	2257	2.66693507186
glioma	79.4416070488	217	6.24584534025
mouse	79.4288159119	669	4.03803159444
β-lactam	79.0929121556	99	8.53695180116
pathogen	78.8578505699	511	4.44173156207
folic-acid	78.854417986	228	6.0855617391
rash	78.6365360427	379	4.96989971958
use	78.5531428113	15107	1.63857504591
malignancy	78.2712766596	373	4.98216649835
contact-dermatitis	78.1269552866	127	7.63893835219
hypersensitivity	78.1040160983	261	5.72130590048
population	77.7955476491	2202	2.65123478809
stromal	77.6616362513	194	6.4088911922
write	77.6192403838	1695	2.87597347972
costume	77.5888007294	225	6.03559008246
molecule	77.4867169514	636	4.03819562048
robot	77.4061432552	223	6.04518073566
mental-disorders	77.2742145243	238	5.882274798
may-be	77.1868824001	3629	2.27790188796
brain-tumors	76.724430506	206	6.19328360363
synthesis	76.6265000648	501	4.37671186692
acute	76.4300758282	1056	3.33469826037
was-released	76.1049811889	775	3.70780391027
glioblastoma	75.9317385537	115	7.75505040782
nutritional	75.8465247377	400	4.7299030344
psychologist	75.8417190543	331	5.08834343354
milk	75.7199017585	833	3.60005932095
parody	75.6774821319	223	5.93236044406
voiced-by	75.632188163	172	6.57607955643
villain	75.5561695245	217	5.98893791161
bone	75.3808380012	1023	3.33900991185
bill	75.2978282442	477	4.3985991425
community	75.2027567011	1601	2.86968713299
actor	74.7878722	693	3.81130553815
absorption	74.5873555686	374	4.7896259384
fan	74.5796297732	456	4.44089639429
eosinophil	74.1918908985	144	6.9457763444
regenerate	74.1097699501	304	5.16251845062
cause	73.9666307181	6044	1.94974905766
worker	73.9643901941	1044	3.27212068467
rate	73.5672908009	2680	2.41622011884
s-end	73.4955174979	110	7.67297481739
toxicity	73.0512183892	354	4.81174164009
mast-cells	72.9330571485	173	6.36208416805
organism	72.9235486101	853	3.47487978946
himself	72.8688076617	841	3.49034022928
blood	72.8674808226	1949	2.64321053838
membrane	72.8160093262	511	4.17781241822
university	72.1883547534	666	3.76698949796
recommend	72.1820202375	1477	2.86768373528
star	71.819147526	723	3.64398785662
hay-fever	71.7143982461	91	8.09889923933
movie	71.2592535831	492	4.16790517413
that	71.1687767722	35216	1.37907819827
endometrial-cancer	71.1031993005	133	6.91288530967
animal	71.0112942962	1896	2.62339315148
policy	70.9982774907	1011	3.21580619448
attenuated	70.7107338615	136	6.81945219431
pancreatic-cancer	70.5633501328	192	5.93802984104
respiratory	70.4996369213	669	3.69625237649
peptidoglycan	70.4817216689	92	7.94217020038
facility	70.4753333859	1072	3.13676063104
shot	70.3935046467	272	5.17110009731
chromosome	70.3836675557	325	4.82750197067
leukemia	70.2202634646	367	4.60035960905
riboflavin	70.0995654998	126	6.97746571175
thiamine	69.9960264456	191	5.91041049474
uninsured	69.9619482134	189	5.9325677523
informatic	69.9213189058	91	7.92099738327
staging	69.8290772119	269	5.15972709286
organization	69.6877142031	1429	2.8328566889
headache	69.4892123014	375	4.52575513338
diarrhea	69.3275233105	471	4.14826216653
school	69.2225815436	1218	2.97040499872
schizophrenia	69.1669571621	281	5.03465573639
autistic	68.8232471254	206	5.65772614455
cell-wall	68.7795438898	148	6.44110162981
somatic	68.7749253622	266	5.11898243633
country	68.5496579059	2690	2.3171479319
for	68.2369487202	42755	1.32988303935
vancomycin	68.1066355109	119	6.96280339436
carbohydrate	67.9989139448	250	5.19549181645
tour	67.9724609272	402	4.33419909278
germ-cells	67.9565182608	170	6.03701024261
cowpox	67.855627677	116	7.01117632571
peptide	67.8027487271	283	4.94149648625
immune-system	67.616132542	794	3.37705676743
kidney	67.5842856471	659	3.60384130363
researcher	67.5079313184	1047	3.07072271008
spin-off	67.4306243388	257	5.10564658242
feature	67.3399290397	2443	2.35734437177
system	67.2883453928	3512	2.13229006197
played-by	67.0898300798	330	4.62133562574
national	66.9548971393	2461	2.34466551175
level	66.7495861493	3203	2.17589854084
plant	66.7448335541	1113	2.98640721582
polio-vaccine	66.6991868064	137	6.46998440386
smallpox	66.1814827296	353	4.45762389566
viral	65.9989029343	759	3.37219297977
subtype	65.8484295969	299	4.72765245101
beta-lactam	65.8348520601	82	7.82835884974
resin	65.7749314903	146	6.23619205409
amoxicillin	65.6899919806	130	6.52009362831
flavor	65.6861303224	264	4.94802453573
histamine	65.4517555282	232	5.18514727893
thyroid-cancer	65.3285131724	130	6.48965465464
ant	65.2213873119	186	5.632786255
calcium	65.0375611421	514	3.82992881396
differentiation	65.0089067694	295	4.7040341916
antioxidant	64.9096395278	276	4.81883122688
def	64.7951210728	83	7.68380771744
injection	64.7628352639	552	3.7213726387
meat	64.70008922	654	3.50195830314
finale	64.6763200375	191	5.53662495704
test	64.648621577	2563	2.27238509595
cholera	64.6263579185	241	5.05774544366
resistance	64.5827668612	1159	2.8839344435
thyroid	64.5158221444	311	4.58343537067
datum	64.4867109076	1411	2.70666573833
spread	64.485155413	1629	2.58937573327
pancreatic	64.4651738953	255	4.9395697556
expenditure	64.4651475813	227	5.16509310247
anthrax	64.3857314293	246	5.00306039337
reaction	64.336853399	1526	2.63788617098
polyp	64.1321351355	161	5.87633916451
beta-lactamase	63.9889668744	77	7.82557952133
allergic-rhinitis	63.9639617487	117	6.64331113982
varicella	63.7706155945	135	6.26526966787
renal	63.7418352774	357	4.31187835556
water	63.731741085	1554	2.60792080528
infant	63.7103472584	718	3.35324445167
student	63.6440942402	1132	2.87828750494
pleural	63.5757603176	204	5.32204709107
pituitary	63.5511341197	218	5.18597290552
abnormality	63.3979855086	326	4.44204488703
safety	63.3395180293	1017	2.97085727822
cholangiocarcinoma	63.2275976947	136	6.2024357535
degree	63.1764163885	1793	2.48477175303
psychotic	62.9375031117	157	5.84222769499
airway	62.9000954077	249	4.8879102204
education	62.8003262449	1073	2.90303125077
sinus	62.6336721111	234	4.98827709006
survival	62.5825285333	819	3.16664453593
squamous-cell	62.4931671843	207	5.21893145881
prostate	62.4595371732	313	4.45835004281
abnormal	62.3922615638	388	4.11332959751
aminoglycoside	62.3131675264	129	6.25454465769
earth	62.2166891621	433	3.94324246496
associated-with	62.1436777097	2309	2.28816192219
catarrhalis	61.9348331657	80	7.49415141567
bipolar	61.894669804	115	6.50389216211
diabetes	61.8450069719	429	3.93888750746
income	61.7455499022	361	4.1907476615
producer	61.6743197688	600	3.48778603944
mania	61.5788116193	105	6.70924846866
most-common	61.5715211097	1191	2.77201535253
inactivate	61.518548544	280	4.59407926524
physician	61.425529595	1510	2.57191213788
public	61.4203811551	1843	2.4239174493
coverage	61.3416696526	699	3.29572726985
oil	61.3257051044	632	3.41149415922
grain	61.2251068419	340	4.25700138857
creature	61.1745958149	321	4.34607004962
β-lactamase	60.9965858939	75	7.58208002687
sequence	60.8747950225	684	3.30264039219
egg	60.8078833537	703	3.26936145119
pulmonary	60.7318198278	482	3.72664025067
therapeutic	60.7154439688	496	3.68807066417
analytic	60.4375992555	94	6.89286706654
effectiveness	60.4125653915	436	3.84820436261
portray	60.3821190899	242	4.78334652014
homocysteine	60.2056300485	94	6.87018869432
primary-tumor	60.0830009803	155	5.65007285445
ragweed	60.0758642562	74	7.52116281716
testing	59.9869883317	809	3.08930649532
epoxy	59.8451238587	141	5.84137410496
novel	59.7785182501	1063	2.81978973933
record	59.6797860299	1573	2.49659139104
function	59.6498766398	1858	2.37729830268
testicular	59.6136872229	162	5.51894887031
cereal	59.379190028	254	4.63513764272
poliovirus	59.2778383199	120	6.16820542587
β-lactam-antibiotics	59.1565833547	76	7.34547054003
audio	59.1219076258	324	4.21913580432
cell-carcinoma	59.0880663809	182	5.23976213039
company	59.0431850178	1708	2.42140372333
food-allergy	58.9234454966	111	6.32505979942
imaging	58.903509698	440	3.76465008414
induce	58.8246591134	884	2.96125480113
written-by	58.7932976097	437	3.76868017084
rickets	58.7906824878	146	5.67910843351
carcinoid	58.7218701911	170	5.35133617055
reduce	58.6503841582	2812	2.10227912848
complication	58.617610489	737	3.13735561699
defeat	58.5791768925	467	3.6707576948
colon	58.5556400973	337	4.12818709168
epithelial	58.4932192789	257	4.5607044503
human	58.4620852812	4245	1.89511785776
colorectal-cancer	58.4453570984	248	4.61910473394
cell-tumor	58.3871635448	141	5.72317011701
version	58.3063734312	1436	2.52963899255
anticoagulant	58.1062890594	105	6.38649729736
influenza-vaccine	58.0687701867	127	5.93145966315
appear	57.9134420768	3254	2.01218715039
comic	57.8856994934	344	4.06173406273
can	57.8339807738	7601	1.66234481064
vortex	57.684242364	109	6.25647459577
exposure	57.6609819856	1414	2.52430400204
brain	57.5753473481	1441	2.50785028515
cast	57.5391451422	365	3.9572573195
high-risk	57.523646954	384	3.88456488215
evidence	57.4998929948	1664	2.40225481905
serous	57.3889244853	191	5.02458108546
lyric	57.2939532004	237	4.62556965654
work	57.2602423135	4701	1.8332638669
encephalitis	57.255682684	167	5.27820743399
basophil	57.1875532093	88	6.74388579469
continuity	57.1071323264	160	5.35390241124
plan	57.0274037751	1807	2.33501613594
recombinant	56.9862476759	143	5.5793876844
schizoaffective-disorder	56.9465794849	85	6.80961092136
people	56.9440254386	5034	1.8008796281
you	56.9435354814	1125	2.68555685758
ultrasound	56.8854664562	284	4.30039741876
who	56.8591350049	7788	1.64333055167
risk-factors	56.8243250501	300	4.21094378254
chickenpox	56.7872845476	143	5.56336273331
say	56.776114351	2145	2.22070160157
cervical-cancer	56.7707639798	249	4.50846618082
storyline	56.7218093749	162	5.29928689137
weapon	56.6122671845	354	3.95302228445
smoking	56.4929364288	609	3.26200855486
colorectal	56.2962853153	139	5.58408989281
sensitivity	56.2222184776	425	3.68358092399
fund	56.1302044203	876	2.8797433163
million	56.1251679148	2224	2.18521847265
surgical	55.9752599925	623	3.21642645377
health-informatics	55.9641253404	70	7.22453598226
food-allergies	55.9202043826	105	6.1833131919
malabsorption	55.873231718	118	5.90858609649
chemical	55.8057349932	1114	2.65988909311
celiac-disease	55.8053031793	118	5.90260310048
cyst	55.6807339942	202	4.80217404738
expression	55.6773513492	726	3.04510378151
side-effect	55.6062116692	828	2.91458736387
fairy	55.5312225953	136	5.56783685472
occur	55.511635451	2968	2.01562176289
antibacterial	55.4620722895	194	4.86056182825
improve	55.4340228803	1830	2.28957591637
malaria	55.2888536362	431	3.62102747552
benefit	55.2633562471	1421	2.45730973765
breast-cancers	55.1859248875	91	6.45901302669
hospitalization	55.1001391001	203	4.75363278335
can-be	55.0703717462	4373	1.83078294326
can-occur	54.9945218772	297	4.12247732687
age	54.9925944201	3463	1.93179915134
diagnostic	54.7955847338	614	3.18519699589
private-sector	54.7375454031	112	5.92548309914
report	54.6956831556	3482	1.92424571506
award	54.5360767213	1129	2.61141035444
ship	54.488413352	516	3.3659460606
clinically	54.4774111865	245	4.39270552391
classification	54.4454082341	592	3.21038508827
whey	54.4259431685	78	6.76938148344
paris	54.4049508958	92	6.35499299919
claim	54.2783264836	1540	2.37542586209
administer	54.1864345052	696	3.03197874741
malnutrition	54.1756876862	257	4.29745075912
trailer	54.108230972	116	5.7907281901
cough	54.0732897021	448	3.51548973186
environmental	54.0197854685	604	3.17163008079
funding	53.9979339872	682	3.04520828343
psychological	53.8372576685	535	3.29668548549
alcohol	53.5330521342	675	3.03787715228
mineral	53.4030966506	434	3.52297944914
epinephrine	53.3526226109	112	5.80052686138
footage	53.1558585551	126	5.52980267574
return	53.1361673728	1629	2.30949348864
biosynthesis	53.1196962071	145	5.24037160893
mental	53.118214183	768	2.89780471856
pneumonitis	53.0509294481	97	6.09750864005
serum	53.024775131	438	3.49391719249
metabolism	52.97262363	356	3.75536893156
beta-carotene	52.954798594	97	6.08824397202
healthy	52.7863311227	963	2.68704752431
pain	52.7722996293	1303	2.45257755947
recording	52.6450704737	315	3.90523153234
doctor	52.6280692169	2080	2.14888502216
testis	52.3532644523	161	4.97902252407
stem-cells	52.3116336132	274	4.08737577025
corticosteroid	52.2712006443	189	4.68331044885
sell	52.2598562263	704	2.94868693043
neomycin	52.2518139881	76	6.60255205821
carbapenems	52.2239746169	68	6.88167225589
fruit	52.0649125047	462	3.38588930105
inhibit	52.0533535149	678	2.97717838687
booster	51.8775588208	160	4.95434154203
immunoglobulin	51.8490338995	147	5.1122799909
systemic	51.8292268532	356	3.69580450135
meningococcal	51.8012646465	83	6.33987210053
histoire	51.7761689992	98	5.95151219087
name	51.7158093515	3282	1.89997347312
apoptosis	51.703995138	218	4.40435117271
effective	51.6410227095	1543	2.30728762096
keyboard	51.6237984883	195	4.58410809019
efficacy	51.607236764	559	3.15469031987
have	51.5280125657	28705	1.30396294078
urine	51.2765740301	342	3.71932513421
violence	51.1765174165	257	4.11458176858
race	51.1736199091	618	3.03411087921
dog	51.1539635036	724	2.88133459128
condition	51.1431382555	2521	2.01475237725
measles-virus	51.1197203489	65	6.87178959563
epigenetic	51.0954982583	180	4.68435275973
health-services	50.9801459919	260	4.0853854587
interstitial-pneumonia	50.9651249186	61	7.01810751773
nmol	50.9504108379	65	6.85226684078
vegetable	50.9027236558	500	3.24432351645
television	50.850556384	763	2.82254748901
anemia	50.8291615616	289	3.92379702813
vocal	50.8126609012	482	3.28079846789
love	50.7631262273	516	3.20399168845
ampicillin	50.6676853738	115	5.50320359994
bind	50.637023371	864	2.70717516109
bacterial-pneumonia	50.5114492414	69	6.65170188918
ring	50.372916636	441	3.36116057787
steroid	50.3555631413	217	4.32265890302
chest	50.319506963	479	3.26552247607
antimicrobials	50.2960163769	62	6.89700210402
professional	50.2685884819	1148	2.47301604971
resection	50.2069833141	184	4.58271942763
thimerosal	50.1419728721	62	6.87886821112
micronutrient	50.1249229833	113	5.49092169346
production	50.1021980654	1941	2.13190565504
cost	50.099402642	1410	2.32612840831
doi	50.0729786275	620	2.9871595293
infections-caused	50.0394479303	83	6.15764996742
minocycline	50.0242517519	61	6.90655988693
prevalence	50.0064421453	517	3.1690426838
alveolar	49.9956880152	131	5.18361950696
contain	49.9034766123	2662	1.96371866531
anaplastic	49.8318787527	115	5.42870611301
hypothesis	49.8301758062	403	3.4403387358
sprout	49.7889249119	148	4.93598742368
electronic-health	49.6628352979	97	5.7709790586
such-as	49.5336824233	6767	1.6011069473
inflammatory	49.4694428364	376	3.50560066106
conjugate-vaccine	49.3876482259	67	6.59732460171
genetic	49.3781886301	1075	2.49462824517
immunology	49.3518958811	251	4.03752850936
hygiene	49.0907597817	373	3.4960694799
employee	48.9861273245	537	3.08567695505
pregnancy	48.9759737931	547	3.06651501779
occupational	48.8928443731	388	3.43888394765
immunize	48.8671285117	141	4.95133422029
tocopherol	48.8607186879	89	5.8801679842
writer	48.7878443033	592	2.98043537856
mental-disorder	48.7430001633	102	5.57641204964
vowel	48.6716860484	53	7.10411838213
play	48.6118896789	2368	1.99497448375
caused-by	48.5718329943	1515	2.24073817388
federal	48.5239682869	449	3.25454248844
health-records	48.520658136	58	6.85455255559
eczema	48.512113576	218	4.19376497116
released-on	48.5065142165	248	4.00263855664
zoster	48.4561478527	91	5.79131260851
training	48.4511077625	817	2.67901254135
low	48.4062152437	2637	1.93918173461
poultry	48.4019566418	214	4.21472955901
develop	48.3418905735	4173	1.74643736795
mite	48.2443767972	84	5.94536041874
fat	48.2182881848	533	3.06045842976
pancreas	48.1735099554	219	4.16451620478
methylation	48.1474775842	172	4.54658334271
programme	48.14011	723	2.77157223191
vomiting	48.1145592577	300	3.71802156231
angioedema	48.0830704048	61	6.67641815488
guideline	47.9829829031	485	3.14710188713
war	47.9522566059	550	3.01785748617
dermatitis	47.8978073246	186	4.40013227808
screening	47.887852222	725	2.75988788376
dry	47.8782791007	450	3.22208847186
destroy	47.7339216227	824	2.6472008088
oncology	47.7113559219	266	3.8557486811
blood-vessel	47.6474399615	298	3.70027555197
death	47.6364603175	3212	1.83788641271
compound	47.5475956872	724	2.74855414755
nickel	47.5444323792	149	4.74628096011
may-occur	47.5277920632	266	3.84473990772
dream	47.5257297364	310	3.64258279667
gluten-free	47.5119688997	67	6.3839076504
fortification	47.4555663774	118	5.1671766808
mental-illnesses	47.3721881747	124	5.06564289918
budget	47.3682246596	278	3.77570225453
time	47.2835164049	6273	1.5958915529
tobacco	47.2788176317	451	3.19185373507
corn	47.0926571345	215	4.12064567516
friend	47.0247366476	723	2.73047811485
reduction	46.9860017152	524	3.02450869894
dan	46.928630105	96	5.52872672742
provide	46.9058042493	3737	1.76515701146
meningitidis	46.8714562751	78	5.96593823785
oocyte	46.7862693277	118	5.10822647139
doctoral	46.7104938773	204	4.17356094191
viewer	46.6805858282	225	4.02697231834
insurer	46.6320361889	181	4.35299275706
can-cause	46.6198218318	616	2.85583125109
poverty	46.5600749688	239	3.93333848356
consumer	46.5579651091	473	3.10885842473
bacterial-infections	46.5164170136	141	4.76075051858
realise	46.5069739296	175	4.39762949319
group	46.4907167348	3577	1.77508108718
oncogene	46.3975738393	169	4.44581721444
colon-cancer	46.3387688311	200	4.1779948263
kill	46.2912009243	1368	2.24372122988
stress	46.1941740175	767	2.65122631188
state	46.1794713767	2813	1.86763321022
coenzyme	46.1419933897	87	5.65511157866
cystic	46.0783594555	177	4.34823522481
nut	46.0222379287	199	4.16375382437
stage	45.9965316504	1619	2.13688380423
cervical	45.9148586876	205	4.11214048349
praise	45.8813446379	321	3.50840972845
studies-have	45.6672745403	376	3.31271707799
susceptibility	45.5463994245	291	3.61070230215
endometrial	45.5446026789	144	4.64597352473
kinase	45.5107382481	185	4.2385295115
environmental-health	45.4475998955	115	5.03792462283
rhabdoid	45.4471841343	70	6.05083287407
infectious	45.383303517	325	3.46633426938
disability	45.3526460353	361	3.34253194136
marker	45.3466115452	448	3.10898546457
estrogen	45.3245894652	231	3.90216755991
pesticide	45.2993835527	188	4.19900979762
trial	45.29021414	1239	2.27790422742
basal-cell	45.2881834829	113	5.05630636918
normal	45.285577776	1568	2.1371899277
implementation	45.2170769454	276	3.65861508794
invasive	45.1623938427	366	3.31719095841
gist	45.1350192522	92	5.43982014707
health-psychology	45.1143554159	76	5.83459738732
conjunctivitis	45.0986135377	153	4.50926193879
cover	45.0556564621	1392	2.20012168892
